event_episode_id,event_type,ddr_wellbore_id,usrop_well_id,onset_md,horizon_m,cutoff_md,join_status,reason
EP_V2_756,FORMATION_MUD_LOSS,NO 15/9-F-10,,3440.0,25,3415.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_756,FORMATION_MUD_LOSS,NO 15/9-F-10,,3440.0,50,3390.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_756,FORMATION_MUD_LOSS,NO 15/9-F-10,,3440.0,100,3340.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_766,Pack-off,NO 15/9-F-10,,2013.0,25,1988.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_766,Pack-off,NO 15/9-F-10,,2013.0,50,1963.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_766,Pack-off,NO 15/9-F-10,,2013.0,100,1913.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_767,Pack-off,NO 15/9-F-10,,2850.0,25,2825.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_767,Pack-off,NO 15/9-F-10,,2850.0,50,2800.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_767,Pack-off,NO 15/9-F-10,,2850.0,100,2750.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_784,Tight Hole,NO 15/9-F-10,,2840.0,25,2815.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_784,Tight Hole,NO 15/9-F-10,,2840.0,50,2790.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_784,Tight Hole,NO 15/9-F-10,,2840.0,100,2740.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_789,Equipment Failure,NO 15/9-F-11,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_789,Equipment Failure,NO 15/9-F-11,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_789,Equipment Failure,NO 15/9-F-11,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_791,Fishing,NO 15/9-F-11,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_791,Fishing,NO 15/9-F-11,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_791,Fishing,NO 15/9-F-11,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_812,CEMENTING/OPERATIONAL_LOSS,NO 15/9-F-11 B,,3192.0,25,3167.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_812,CEMENTING/OPERATIONAL_LOSS,NO 15/9-F-11 B,,3192.0,50,3142.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_812,CEMENTING/OPERATIONAL_LOSS,NO 15/9-F-11 B,,3192.0,100,3092.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_917,Equipment Failure,NO 15/9-F-11 T2,,454.0,25,429.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_917,Equipment Failure,NO 15/9-F-11 T2,,454.0,50,404.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_917,Equipment Failure,NO 15/9-F-11 T2,,454.0,100,354.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_944,Tight Hole,NO 15/9-F-11 T2,,460.0,25,435.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_944,Tight Hole,NO 15/9-F-11 T2,,460.0,50,410.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_944,Tight Hole,NO 15/9-F-11 T2,,460.0,100,360.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_956,Cementing Problem,NO 15/9-F-12,,251.0,25,226.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_956,Cementing Problem,NO 15/9-F-12,,251.0,50,201.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_956,Cementing Problem,NO 15/9-F-12,,251.0,100,151.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1002,Equipment Failure,NO 15/9-F-12,,112.0,25,87.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1002,Equipment Failure,NO 15/9-F-12,,112.0,50,62.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1002,Equipment Failure,NO 15/9-F-12,,112.0,100,12.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1010,Equipment Failure,NO 15/9-F-12,,1355.0,25,1330.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1010,Equipment Failure,NO 15/9-F-12,,1355.0,50,1305.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1010,Equipment Failure,NO 15/9-F-12,,1355.0,100,1255.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1011,Equipment Failure,NO 15/9-F-12,,1859.0,25,1834.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1011,Equipment Failure,NO 15/9-F-12,,1859.0,50,1809.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1011,Equipment Failure,NO 15/9-F-12,,1859.0,100,1759.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1023,Equipment Failure,NO 15/9-F-12,,625.0,25,600.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1023,Equipment Failure,NO 15/9-F-12,,625.0,50,575.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1023,Equipment Failure,NO 15/9-F-12,,625.0,100,525.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1055,FORMATION_MUD_LOSS,NO 15/9-F-12,,685.0,25,660.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1055,FORMATION_MUD_LOSS,NO 15/9-F-12,,685.0,50,635.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1055,FORMATION_MUD_LOSS,NO 15/9-F-12,,685.0,100,585.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1059,FORMATION_MUD_LOSS,NO 15/9-F-12,,2616.0,25,2591.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1059,FORMATION_MUD_LOSS,NO 15/9-F-12,,2616.0,50,2566.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1059,FORMATION_MUD_LOSS,NO 15/9-F-12,,2616.0,100,2516.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1069,FORMATION_MUD_LOSS,NO 15/9-F-12,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1069,FORMATION_MUD_LOSS,NO 15/9-F-12,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1069,FORMATION_MUD_LOSS,NO 15/9-F-12,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1099,Stuck Pipe,NO 15/9-F-12,,180.0,25,155.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1099,Stuck Pipe,NO 15/9-F-12,,180.0,50,130.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1099,Stuck Pipe,NO 15/9-F-12,,180.0,100,80.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1130,Tight Hole,NO 15/9-F-12,,460.0,25,435.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1130,Tight Hole,NO 15/9-F-12,,460.0,50,410.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1130,Tight Hole,NO 15/9-F-12,,460.0,100,360.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1131,Tight Hole,NO 15/9-F-12,,1045.0,25,1020.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1131,Tight Hole,NO 15/9-F-12,,1045.0,50,995.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1131,Tight Hole,NO 15/9-F-12,,1045.0,100,945.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1132,Tight Hole,NO 15/9-F-12,,1467.0,25,1442.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1132,Tight Hole,NO 15/9-F-12,,1467.0,50,1417.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1132,Tight Hole,NO 15/9-F-12,,1467.0,100,1367.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1134,Tight Hole,NO 15/9-F-12,,1337.0,25,1312.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1134,Tight Hole,NO 15/9-F-12,,1337.0,50,1287.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1134,Tight Hole,NO 15/9-F-12,,1337.0,100,1237.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1135,Tight Hole,NO 15/9-F-12,,2513.5,25,2488.5,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1135,Tight Hole,NO 15/9-F-12,,2513.5,50,2463.5,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1135,Tight Hole,NO 15/9-F-12,,2513.5,100,2413.5,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1197,Equipment Failure,NO 15/9-F-14,15/9-F-14,2222.0,25,2197.0,VALID,"Cutoff 2197 in [988, 3466]"
EP_V2_1197,Equipment Failure,NO 15/9-F-14,15/9-F-14,2222.0,50,2172.0,VALID,"Cutoff 2172 in [988, 3466]"
EP_V2_1197,Equipment Failure,NO 15/9-F-14,15/9-F-14,2222.0,100,2122.0,VALID,"Cutoff 2122 in [988, 3466]"
EP_V2_1206,Equipment Failure,NO 15/9-F-14,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1206,Equipment Failure,NO 15/9-F-14,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1206,Equipment Failure,NO 15/9-F-14,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1207,Equipment Failure,NO 15/9-F-14,15/9-F-14,3040.0,25,3015.0,VALID,"Cutoff 3015 in [988, 3466]"
EP_V2_1207,Equipment Failure,NO 15/9-F-14,15/9-F-14,3040.0,50,2990.0,VALID,"Cutoff 2990 in [988, 3466]"
EP_V2_1207,Equipment Failure,NO 15/9-F-14,15/9-F-14,3040.0,100,2940.0,VALID,"Cutoff 2940 in [988, 3466]"
EP_V2_1215,Equipment Failure,NO 15/9-F-14,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1215,Equipment Failure,NO 15/9-F-14,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1215,Equipment Failure,NO 15/9-F-14,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1267,Pack-off,NO 15/9-F-14,15/9-F-14,3701.0,25,3676.0,REJECTED_AFTER_LOG_END,Cutoff 3676 > USROP end 3466
EP_V2_1267,Pack-off,NO 15/9-F-14,15/9-F-14,3701.0,50,3651.0,REJECTED_AFTER_LOG_END,Cutoff 3651 > USROP end 3466
EP_V2_1267,Pack-off,NO 15/9-F-14,15/9-F-14,3701.0,100,3601.0,REJECTED_AFTER_LOG_END,Cutoff 3601 > USROP end 3466
EP_V2_1306,CEMENTING/OPERATIONAL_LOSS,NO 15/9-F-15,15/9-F-15,4086.0,25,4061.0,VALID,"Cutoff 4061 in [1306, 4065]"
EP_V2_1306,CEMENTING/OPERATIONAL_LOSS,NO 15/9-F-15,15/9-F-15,4086.0,50,4036.0,VALID,"Cutoff 4036 in [1306, 4065]"
EP_V2_1306,CEMENTING/OPERATIONAL_LOSS,NO 15/9-F-15,15/9-F-15,4086.0,100,3986.0,VALID,"Cutoff 3986 in [1306, 4065]"
EP_V2_1340,Equipment Failure,NO 15/9-F-15,15/9-F-15,241.0,25,216.0,REJECTED_BEFORE_LOG_START,Cutoff 216 < USROP start 1306
EP_V2_1340,Equipment Failure,NO 15/9-F-15,15/9-F-15,241.0,50,191.0,REJECTED_BEFORE_LOG_START,Cutoff 191 < USROP start 1306
EP_V2_1340,Equipment Failure,NO 15/9-F-15,15/9-F-15,241.0,100,141.0,REJECTED_BEFORE_LOG_START,Cutoff 141 < USROP start 1306
EP_V2_1345,FORMATION_MUD_LOSS,NO 15/9-F-15,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1345,FORMATION_MUD_LOSS,NO 15/9-F-15,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1345,FORMATION_MUD_LOSS,NO 15/9-F-15,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1349,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,2883.0,25,2858.0,VALID,"Cutoff 2858 in [1306, 4065]"
EP_V2_1349,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,2883.0,50,2833.0,VALID,"Cutoff 2833 in [1306, 4065]"
EP_V2_1349,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,2883.0,100,2783.0,VALID,"Cutoff 2783 in [1306, 4065]"
EP_V2_1353,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,3660.0,25,3635.0,VALID,"Cutoff 3635 in [1306, 4065]"
EP_V2_1353,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,3660.0,50,3610.0,VALID,"Cutoff 3610 in [1306, 4065]"
EP_V2_1353,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,3660.0,100,3560.0,VALID,"Cutoff 3560 in [1306, 4065]"
EP_V2_1355,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,2649.0,25,2624.0,VALID,"Cutoff 2624 in [1306, 4065]"
EP_V2_1355,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,2649.0,50,2599.0,VALID,"Cutoff 2599 in [1306, 4065]"
EP_V2_1355,FORMATION_MUD_LOSS,NO 15/9-F-15,15/9-F-15,2649.0,100,2549.0,VALID,"Cutoff 2549 in [1306, 4065]"
EP_V2_1387,Pack-off,NO 15/9-F-15,15/9-F-15,1381.0,25,1356.0,VALID,"Cutoff 1356 in [1306, 4065]"
EP_V2_1387,Pack-off,NO 15/9-F-15,15/9-F-15,1381.0,50,1331.0,VALID,"Cutoff 1331 in [1306, 4065]"
EP_V2_1387,Pack-off,NO 15/9-F-15,15/9-F-15,1381.0,100,1281.0,REJECTED_BEFORE_LOG_START,Cutoff 1281 < USROP start 1306
EP_V2_1389,Pack-off,NO 15/9-F-15,15/9-F-15,1381.0,25,1356.0,VALID,"Cutoff 1356 in [1306, 4065]"
EP_V2_1389,Pack-off,NO 15/9-F-15,15/9-F-15,1381.0,50,1331.0,VALID,"Cutoff 1331 in [1306, 4065]"
EP_V2_1389,Pack-off,NO 15/9-F-15,15/9-F-15,1381.0,100,1281.0,REJECTED_BEFORE_LOG_START,Cutoff 1281 < USROP start 1306
EP_V2_1449,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,1467.0,25,1442.0,VALID,"Cutoff 1442 in [1400, 4090]"
EP_V2_1449,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,1467.0,50,1417.0,VALID,"Cutoff 1417 in [1400, 4090]"
EP_V2_1449,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,1467.0,100,1367.0,REJECTED_BEFORE_LOG_START,Cutoff 1367 < USROP start 1400
EP_V2_1450,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,2572.0,25,2547.0,VALID,"Cutoff 2547 in [1400, 4090]"
EP_V2_1450,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,2572.0,50,2522.0,VALID,"Cutoff 2522 in [1400, 4090]"
EP_V2_1450,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,2572.0,100,2472.0,VALID,"Cutoff 2472 in [1400, 4090]"
EP_V2_1454,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,2777.0,25,2752.0,VALID,"Cutoff 2752 in [1400, 4090]"
EP_V2_1454,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,2777.0,50,2727.0,VALID,"Cutoff 2727 in [1400, 4090]"
EP_V2_1454,Tight Hole,NO 15/9-F-15 A,15/9-F-15S,2777.0,100,2677.0,VALID,"Cutoff 2677 in [1400, 4090]"
EP_V2_1503,Equipment Failure,NO 15/9-F-15 C,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1503,Equipment Failure,NO 15/9-F-15 C,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1503,Equipment Failure,NO 15/9-F-15 C,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1599,Equipment Failure,NO 15/9-F-15 D,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1599,Equipment Failure,NO 15/9-F-15 D,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1599,Equipment Failure,NO 15/9-F-15 D,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1655,Tight Hole,NO 15/9-F-15 D,,2260.0,25,2235.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1655,Tight Hole,NO 15/9-F-15 D,,2260.0,50,2210.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1655,Tight Hole,NO 15/9-F-15 D,,2260.0,100,2160.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1660,Cementing Problem,NO 15/9-F-4,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1660,Cementing Problem,NO 15/9-F-4,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1660,Cementing Problem,NO 15/9-F-4,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1696,Equipment Failure,NO 15/9-F-4,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1696,Equipment Failure,NO 15/9-F-4,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1696,Equipment Failure,NO 15/9-F-4,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1698,Equipment Failure,NO 15/9-F-4,,3510.0,25,3485.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1698,Equipment Failure,NO 15/9-F-4,,3510.0,50,3460.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1698,Equipment Failure,NO 15/9-F-4,,3510.0,100,3410.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1711,Equipment Failure,NO 15/9-F-4,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1711,Equipment Failure,NO 15/9-F-4,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1711,Equipment Failure,NO 15/9-F-4,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1792,Tight Hole,NO 15/9-F-4,,3392.0,25,3367.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1792,Tight Hole,NO 15/9-F-4,,3392.0,50,3342.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1792,Tight Hole,NO 15/9-F-4,,3392.0,100,3292.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1793,Tight Hole,NO 15/9-F-4,,3420.0,25,3395.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1793,Tight Hole,NO 15/9-F-4,,3420.0,50,3370.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1793,Tight Hole,NO 15/9-F-4,,3420.0,100,3320.0,UNRESOLVED_NO_WELL,Not in USROP
EP_V2_1829,Equipment Failure,NO 15/9-F-5,15/9-F-5,3233.0,25,3208.0,VALID,"Cutoff 3208 in [2828, 3792]"
EP_V2_1829,Equipment Failure,NO 15/9-F-5,15/9-F-5,3233.0,50,3183.0,VALID,"Cutoff 3183 in [2828, 3792]"
EP_V2_1829,Equipment Failure,NO 15/9-F-5,15/9-F-5,3233.0,100,3133.0,VALID,"Cutoff 3133 in [2828, 3792]"
EP_V2_1832,Equipment Failure,NO 15/9-F-5,15/9-F-5,20.8,25,-4.199999999999999,REJECTED_BEFORE_LOG_START,Cutoff -4 < USROP start 2828
EP_V2_1832,Equipment Failure,NO 15/9-F-5,15/9-F-5,20.8,50,-29.2,REJECTED_BEFORE_LOG_START,Cutoff -29 < USROP start 2828
EP_V2_1832,Equipment Failure,NO 15/9-F-5,15/9-F-5,20.8,100,-79.2,REJECTED_BEFORE_LOG_START,Cutoff -79 < USROP start 2828
EP_V2_1846,Equipment Failure,NO 15/9-F-5,15/9-F-5,143.4,25,118.4,REJECTED_BEFORE_LOG_START,Cutoff 118 < USROP start 2828
EP_V2_1846,Equipment Failure,NO 15/9-F-5,15/9-F-5,143.4,50,93.4,REJECTED_BEFORE_LOG_START,Cutoff 93 < USROP start 2828
EP_V2_1846,Equipment Failure,NO 15/9-F-5,15/9-F-5,143.4,100,43.400000000000006,REJECTED_BEFORE_LOG_START,Cutoff 43 < USROP start 2828
EP_V2_1869,Pack-off,NO 15/9-F-5,15/9-F-5,2399.0,25,2374.0,REJECTED_BEFORE_LOG_START,Cutoff 2374 < USROP start 2828
EP_V2_1869,Pack-off,NO 15/9-F-5,15/9-F-5,2399.0,50,2349.0,REJECTED_BEFORE_LOG_START,Cutoff 2349 < USROP start 2828
EP_V2_1869,Pack-off,NO 15/9-F-5,15/9-F-5,2399.0,100,2299.0,REJECTED_BEFORE_LOG_START,Cutoff 2299 < USROP start 2828
EP_V2_1891,Tight Hole,NO 15/9-F-5,15/9-F-5,226.0,25,201.0,REJECTED_BEFORE_LOG_START,Cutoff 201 < USROP start 2828
EP_V2_1891,Tight Hole,NO 15/9-F-5,15/9-F-5,226.0,50,176.0,REJECTED_BEFORE_LOG_START,Cutoff 176 < USROP start 2828
EP_V2_1891,Tight Hole,NO 15/9-F-5,15/9-F-5,226.0,100,126.0,REJECTED_BEFORE_LOG_START,Cutoff 126 < USROP start 2828
EP_V2_1894,Tight Hole,NO 15/9-F-5,15/9-F-5,3293.0,25,3268.0,VALID,"Cutoff 3268 in [2828, 3792]"
EP_V2_1894,Tight Hole,NO 15/9-F-5,15/9-F-5,3293.0,50,3243.0,VALID,"Cutoff 3243 in [2828, 3792]"
EP_V2_1894,Tight Hole,NO 15/9-F-5,15/9-F-5,3293.0,100,3193.0,VALID,"Cutoff 3193 in [2828, 3792]"
EP_V2_1897,Cementing Problem,NO 15/9-F-7,15/9-F-7,202.0,25,177.0,REJECTED_BEFORE_LOG_START,Cutoff 177 < USROP start 301
EP_V2_1897,Cementing Problem,NO 15/9-F-7,15/9-F-7,202.0,50,152.0,REJECTED_BEFORE_LOG_START,Cutoff 152 < USROP start 301
EP_V2_1897,Cementing Problem,NO 15/9-F-7,15/9-F-7,202.0,100,102.0,REJECTED_BEFORE_LOG_START,Cutoff 102 < USROP start 301
EP_V2_1904,Equipment Failure,NO 15/9-F-7,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1904,Equipment Failure,NO 15/9-F-7,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1904,Equipment Failure,NO 15/9-F-7,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1941,Equipment Failure,NO 15/9-F-9,,0.0,25,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1941,Equipment Failure,NO 15/9-F-9,,0.0,50,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1941,Equipment Failure,NO 15/9-F-9,,0.0,100,,REJECTED_NO_ONSET,onset_md is null or zero
EP_V2_1943,FORMATION_MUD_LOSS,NO 15/9-F-9,15/9-F-9 A,1083.0,25,1058.0,VALID,"Cutoff 1058 in [491, 1206]"
EP_V2_1943,FORMATION_MUD_LOSS,NO 15/9-F-9,15/9-F-9 A,1083.0,50,1033.0,VALID,"Cutoff 1033 in [491, 1206]"
EP_V2_1943,FORMATION_MUD_LOSS,NO 15/9-F-9,15/9-F-9 A,1083.0,100,983.0,VALID,"Cutoff 983 in [491, 1206]"
